3.07.20.15-0;Ressecção do processo estiloide do rádio – tratamento cirúrgico;9A;–;1;3
3.07.20.20-6;Ressecção segmentar ao nível do antebraço;9C;–;2;5
3.07.20.21-4;Sequestrectomia ao nível do antebraço;8C;–;2;4
3.07.20.16-8;Sinostose rádio-ulnar – tratamento cirúrgico;6A;–;1;2
3.07.21.01-6;Agenesia de rádio (centralização da ulna no carpo);9A;–;2;4
3.07.21.02-4;Alongamento do rádio/ulna – tratamento cirúrgico;11B;–;2;5
3.07.21.04-0;Artrodese – fixador externo;6A;–;1;3
3.07.21.03-2;Artrodese entre os ossos do carpo;11B;–;1;5
3.07.21.05-9;Artrodese rádio-cárpica ou do punho;7C;–;1;3
3.07.21.06-7;Artroplastia do punho (com implante) – tratamento cirúrgico;11B;–;1;5
3.07.21.07-5;Artroplastia para ossos do carpo (com implante) – tratamento cirúrgico;11B;–;1;5
3.07.21.08-3;Artrotomia – tratamento cirúrgico;3C;–;1;1
3.07.21.09-1;Biópsia cirúrgica de punho;3B;–;1;1
3.07.21.10-5;Coto de amputação punho e antebraço – revisão;3C;–;1;1
3.07.21.11-3;Desarticulação do punho – tratamento cirúrgico;9B;–;1;4
3.07.21.12-1;Encurtamento rádio/ulnar;8B;–;2;3
3.07.21.26-1;Fixação externa definitiva dinâmica, com fixador externo;13A;–;2;6
3.07.21.27-0;Fixação externa definitiva rígida, com fixador externo;11C;–;2;5
3.07.21.14-8;Fratura de osso do carpo – redução cirúrgica;10C;–;1;4
3.07.21.13-0;Fratura de punho – tratamento conservador;2A;–;–;–
3.07.21.15-6;Fratura do carpo – redução incruenta;2C;–;1;1
3.07.21.16-4;Fixação externa na urgência, com fixador externo;9A;–;1;5
3.07.21.17-2;Fraturas do carpo – tratamento conservador;2C;–;–;–
3.07.21.18-0;Fraturas e/ou luxações do punho – redução incruenta;4A;–;1;2
3.07.21.19-9;Fraturas e/ou luxações do punho – tratamento cirúrgico;11B;–;1;4
3.07.21.20-2;Luxação do carpo – redução incruenta;2B;–;–;1
3.07.21.21-0;Pseudoartroses – tratamento cirúrgico;10C;–;2;4
3.07.21.23-7;Reparação ligamentar do carpo;11B;–;1;4
3.07.21.22-9;Ressecção de osso do carpo – tratamento cirúrgico;10C;–;1;4
3.07.21.24-5;Sinovectomia de punho – tratamento cirúrgico;11C;–;1;5
3.07.21.25-3;Transposição do rádio para ulna;9A;–;2;4
3.07.22.01-2;Abscesso de mão e dedos – tenossinovites/espaços palmares/ dorsais e comissurais – tratamento cirúrgico;10A;–;1;4
3.07.22.03-9;Abscessos de dedo (drenagem) – tratamento cirúrgico;2B;–;–;1
3.07.22.04-7;Alongamento/transporte ósseo com fixador externo;11C;–;3;5
3.07.22.05-5;Alongamentos tendinosos de mão;7C;–;3;3
3.07.22.06-3;Amputação ao nível dos metacarpianos – tratamento cirúrgico;5B;–;1;3
3.07.22.07-1;Amputação de dedo (cada) – tratamento cirúrgico;5A;–;1;1
3.07.22.08-0;Amputação transmetacarpiana;9B;–;2;3
3.07.22.09-8;Amputação transmetacarpiana com transposição de dedo;10C;–;2;4
3.07.22.10-1;Aponevrose palmar (ressecção) – tratamento cirúrgico;10B;–;1;4
3.07.22.11-0;Artrodese interfalangeana/metacarpofalangeana – tratamento cirúrgico;9B;–;1;3
3.07.22.12-8;Artroplastia com implante na mão (MF e IF) múltipla;11B;–;1;4
3.07.22.13-6;Artroplastia com implante na mão (MF ou IF);11B;–;1;4
3.07.22.14-4;Artroplastia interfalangeana/metacarpofalangeana – tratamento cirúrgico;11B;–;1;4
3.07.22.15-2;Artrotomia ao nível da mão – tratamento cirúrgico;3A;–;1;2
3.07.22.16-0;Biópsia cirúrgica dos ossos da mão;3B;–;1;1
3.07.22.17-9;Bridas congênitas – tratamento cirúrgico;13A;–;1;6
3.07.22.20-9;Capsulectomias múltiplas MF ou IF;5B;–;1;2
3.07.22.21-7;Capsulectomias única MF e IF;5A;–;1;1
3.07.22.22-5;Centralização da ulna (tratamento da mão torta radial);10A;–;2;4
3.07.22.23-3;Contratura isquêmica de mão – tratamento cirúrgico;8A;–;1;3
3.07.22.24-1;Coto de amputação digital – revisão;5A;–;1;1
3.07.22.25-0;Dedo colo de cisne – tratamento cirúrgico;9A;–;2;3
3.07.22.26-8;Dedo em botoeira – tratamento cirúrgico;9A;–;2;3
3.07.22.27-6;Dedo em gatilho, capsulotomia/fasciotomia – tratamento cirúrgico;5A;–;1;2
3.07.22.28-4;Dedo em martelo – tratamento cirúrgico;9A;–;1;3
3.07.22.29-2;Dedo em martelo – tratamento conservador;3B;–;–;–
3.07.22.30-6;Enxerto ósseo (perda de substância) – tratamento cirúrgico;9A;–;1;3
3.07.22.31-4;Exploração cirúrgica de tendão de mão;5A;–;1;2
3.07.22.32-2;Falangização;9A;–;1;3
3.07.22.33-0;Fixador externo em cirurgia da mão;4C;–;1;2
3.07.22.92-6;Fixação externa definitiva dinâmica, com fixador externo;13A;–;2;6
3.07.22.93-4;Fixação externa definitiva rígida, com fixador externo;11C;–;2;5
3.07.22.94-2;Fixação externa na urgência, com fixador externo;9A;–;1;5
3.07.22.35-7;Fratura de Bennett – redução incruenta;1B;–;–;1
3.07.22.36-5;Fratura de Bennett – tratamento cirúrgico;9C;–;1;3
3.07.22.34-9;Fratura de falange – tratamento conservador;2C;–;–;–
3.07.22.37-3;Fratura de osso da mão – tratamento conservador;2A;–;–;–
3.07.22.38-1;Fratura do metacarpiano – tratamento conservador;2B;–;–;–
3.07.22.39-0;Fratura/artrodese com fixador externo;9C;–;1;4
3.07.22.40-3;Fraturas de falanges ou metacarpianos – redução incruenta;1C;–;–;1
3.07.22.41-1;Fraturas de falanges ou metacarpianos – tratamento cirúrgico com fixação;9C;–;1;4
3.07.22.42-0;Fraturas e/ou luxações de falanges (interfalangeanas) – redução incruenta;4A;–;–;2
3.07.22.43-8;Fraturas e/ou luxações de falanges (interfalangeanas) – tratamento cirúrgico;9C;–;1;4
3.07.22.44-6;Fraturas e/ou luxações de metacarpianos – redução incruenta;3B;–;–;2
3.07.22.45-4;Gigantismo ao nível da mão – tratamento cirúrgico;9A;–;2;3
3.07.22.46-2;Lesões ligamentares agudas da mão – reparação cirúrgica;11B;–;1;4
3.07.22.47-0;Lesões ligamentares crônicas da mão – reparação cirúrgica;11B;–;1;4
3.07.22.48-9;Ligamentoplastia com âncora;11B;–;1;4
3.07.22.49-7;Luxação metacarpofalangeana – redução incruenta;2C;–;–;1
3.07.22.50-0;Luxação metacarpofalangeana – tratamento cirúrgico;9C;–;1;4
3.07.22.51-9;Osteomielite ao nível da mão – tratamento cirúrgico;6C;–;1;2
3.07.22.52-7;Osteossíntese de fratura de falange e metacarpiana com fixação externa;9C;–;1;4
3.07.22.53-5;Osteossíntese de fratura de falange e metacarpiana com uso de miniparafuso;9C;–;1;4
3.07.22.54-3;Perda de substância da mão (reparação) – tratamento cirúrgico;8C;–;1;2
3.07.22.55-1;Plástica ungueal;9C;–;1;4
3.07.22.56-0;Policização ou transferência digital;9A;–;2;5
3.07.22.57-8;Polidactilia articulada – tratamento cirúrgico;10C;–;1;4
3.07.22.58-6;Polidactilia não articulada – tratamento cirúrgico;4B;–;1;3
3.07.22.59-4;Prótese (implante) para ossos do carpo;6A;–;2;3
3.07.22.60-8;Pseudoartrose com perda de substâncias de metacarpiano e falanges;8B;–;1;3
3.07.22.61-6;Pseudoartrose do escafoide – tratamento cirúrgico;8A;–;2;3
3.07.22.62-4;Pseudoartrose dos ossos da mão – tratamento cirúrgico;10A;–;1;4
3.07.22.63-2;Reconstrução da falange com retalho homodigital;9B;–;1;3
3.07.22.64-0;Reconstrução de leito ungueal;9C;–;1;4
3.07.22.65-9;Reconstrução do polegar com retalho ilhado osteocutâneo antebraquial;10A;–;2;4
3.07.22.66-7;Reimplante de dois dedos da mão (por cada dedo adicional reimplantado será adicionado o porte 3B);13A;–;3;6
3.07.22.67-5;Reimplante do membro superior nível transmetacarpiano até o terço distal do antebraço;13A;–;3;6
3.07.22.68-3;Reimplante do polegar;13A;–;3;6
3.07.22.69-1;Reparações cutâneas com retalho ilhado antebraquial invertido;9B;–;2;3
3.07.22.70-5;Ressecção 1ª fileira dos ossos do carpo;10A;–;1;4
3.07.22.71-3;Ressecção de cisto sinovial;11C;–;1;4
3.07.22.72-1;Retração cicatricial de mais de um dedo, sem comprometimento tendinoso – tratamento cirúrgico;5A;–;1;2
3.07.22.73-0;Retração cicatricial de um dedo sem comprometimento tendinoso – tratamento cirúrgico;3C;–;1;2
3.07.22.74-8;Retração cicatricial dos dedos com lesão tendínea – tratamento cirúrgico;10A;–;1;4
3.07.22.75-6;Revascularização do polegar ou outro dedo (por cada dedo adicional revascularizado será adicionado o porte 3B);13A;–;3;6
3.07.22.76-4;Roturas do aparelho extensor de dedo – redução incruenta;1C;–;–;1
3.07.22.77-2;Roturas tendino-ligamentares da mão (mais que 1) – tratamento cirúrgico;3C;–;1;1
3.07.22.78-0;Sequestrectomias;6C;–;1;3
3.07.22.79-9;Sindactilia de 2 dígitos – tratamento cirúrgico;10C;–;2;4
3.07.22.80-2;Sindactilia múltipla – tratamento cirúrgico;8B;–;2;4
3.07.22.81-0;Sinovectomia da mão (1 articulação);11C;–;1;4
3.07.22.82-9;Sinovectomia da mão (múltiplas);5B;–;1;3
3.07.22.84-5;Transposição de dedo – tratamento cirúrgico;9A;–;2;4
3.07.22.85-3;Tratamento cirúrgico da polidactilia múltipla e/ou complexa;10C;–;1;4
3.07.22.86-1;Tratamento cirúrgico da sindactilia múltipla com emprego de expansor – por estágio;10C;–;1;4
3.07.22.87-0;Tratamento da doença de Kiembuck com transplante vascularizado;11B;–;2;5
3.07.22.88-8;Tratamento da pseudoartrose do escafoide com transplante ósseo vascularizado;10A;–;2;5
3.07.23.01-9;Biópsia cirúrgica de cintura pélvica;3B;–;1;1
3.07.23.02-7;Desarticulação interílio abdominal – tratamento cirúrgico;11A;–;2;4
3.07.23.03-5;Fratura da cintura pélvica – tratamento conservador;2A;–;–;–
3.07.23.13-2;Fixação externa definitiva dinâmica, com fixador externo;13A;–;2;6
3.07.23.14-0;Fixação externa definitiva rígida, com fixador externo;11C;–;2;5
3.07.23.04-3;Fixação externa na urgência, com fixador externo;9A;–;1;5
3.07.23.06-0;Fraturas e/ou luxações do anel pélvico – redução incruenta;2C;–;–;3
3.07.23.05-1;Tratamento cirúrgico das fraturas e/ou luxações do anel pélvico (com uma ou mais abordagens);9C;–;2;5
3.07.23.07-8;Osteomielite ao nível da pelve – tratamento cirúrgico;9C;–;2;3
3.07.23.08-6;Osteotomias/artrodeses – tratamento cirúrgico;9A;–;2;4
3.07.23.15-9;Tratamento cirúrgico das fraturas e/ou luxações do anel pélvico (instabilidade multidirecional com abordagens múltiplas);12C;–;2;6
3.07.23.16-7;Tratamento cirúrgico das fraturas e/ou luxações do anel pélvico (instabilidade unidirecional com abordagem única);10C;–;2;5
3.07.24.01-5;Artrite séptica – tratamento cirúrgico;9A;–;1;4
3.07.24.02-3;Artrodese/fratura de acetábulo (ligamentotaxia) com fixador externo;8B;–;1;5
3.07.24.03-1;Artrodese coxofemoral em geral – tratamento cirúrgico;10C;–;2;5
3.07.24.04-0;Artrodiastase de quadril;8B;–;1;5
3.07.24.05-8;Artroplastia (qualquer técnica ou versão de quadril) – tratamento cirúrgico;11C;–;3;6
3.07.24.06-6;Artroplastia de quadril infectada (retirada dos componentes) – tratamento cirúrgico;9B;–;2;4
3.07.24.07-4;Artroplastia de ressecção do quadril (Girdlestone) – tratamento cirúrgico;8C;–;2;4
3.07.24.08-2;"Artroplastia parcial do quadril (tipo Thompson ou qualquer
técnica) – tratamento cirúrgico";8C;–;2;5
3.07.24.10-4;Artrotomia coxofemoral – tratamento cirúrgico;7B;–;1;2
3.07.24.09-0;Artrotomia de quadril infectada (incisão e drenagem de artrite séptica) sem retirada de componente – tratamento cirúrgico;8A;–;2;3
3.07.24.11-2;Biópsia cirúrgica coxofemoral;7A;–;1;2
3.07.24.12-0;Desarticulação coxofemoral – tratamento cirúrgico;9A;–;2;5
3.07.24.13-9;Epifisiodese com abaixamento do grande trocanter – tratamento cirúrgico;7C;–;1;3
3.07.24.14-7;Epifisiolistese proximal de fêmur (fixação in situ) – tratamento cirúrgico;9A;–;1;3
3.07.24.29-5;Fixação externa definitiva dinâmica, com fixador externo;13A;–;2;6
3.07.24.30-9;Fixação externa definitiva rígida, com fixador externo;11C;–;2;6
3.07.24.26-0;Fixação externa na urgência, com fixador externo;9A;–;1;6
3.07.24.16-3;Fratura de acetábulo – redução incruenta;4C;–;1;2
3.07.24.17-1;Fratura e/ou luxação e/ou avulsão coxofemoral – redução incruenta;3B;–;1;2
3.07.24.18-0;"Fratura e/ou luxação e/ou avulsão coxofemoral – tratamento
cirúrgico";9C;–;2;5
3.07.24.19-8;Luxação congênita de quadril (redução cirúrgica e osteotomia) – tratamento cirúrgico;11C;–;2;5
3.07.24.20-1;Luxação congênita de quadril (redução cirúrgica simples) – tratamento cirúrgico;10C;–;2;4
3.07.24.21-0;Luxação congênita de quadril (redução incruenta com ou sem tenotomia de adutores);10A;–;1;3
3.07.24.22-8;Osteotomia – fixador externo;7C;–;2;5
3.07.24.23-6;Osteotomias ao nível do colo ou região trocantérica (Sugioka, Martin, Bombelli, etc.) – tratamento cirúrgico;10C;–;2;5
3.07.24.31-7;Osteotomia múltipla supra-acetabular (Chiari, Pemberton, dial, etc.);12A;–;2;6
3.07.24.24-4;Osteotomia única supra-acetabular (Chiari, Pemberton, dial, etc.);11A;–;2;5
3.07.24.25-2;Punção-biópsia coxofemoral-artrocentese;3C;–;1;1
3.07.24.27-9;Revisão de artroplastias de quadril com retirada de componentes e implante de prótese;13A;–;3;7
3.07.24.32-5;"Tratamento cirúrgico da fratura do acetábulo (abordagem dupla
ou alargada)";12C;–;3;6
3.07.24.15-5;Tratamento cirúrgico da fratura do acetábulo (abordagem única);10C;–;2;5
3.07.24.33-3;Tratamento cirúrgico da fratura do acetábulo (fixação percutânea);11C;–;2;5
3.07.24.28-7;Tratamento de necrose avascular por foragem de estaqueamento associada à necrose microcirúrgica da cabeça femoral – tratamento cirúrgico;9A;–;2;5
3.07.25.01-1;Alongamento/transporte ósseo/pseudoartrose com fixador externo;8B;–;2;5
3.07.25.02-0;Alongamento de fêmur – tratamento cirúrgico;10A;–;2;4
3.07.25.21-6;Alongamento ou transporte ósseo com dispositivo intramedular combinado ou não à fixação externa;12A;–;2;6
3.07.25.03-8;Amputação ao nível da coxa – tratamento cirúrgico;10A;–;2;3
3.07.25.04-6;Biópsia cirúrgica de fêmur;3C;–;1;1
3.07.25.05-4;Correção de deformidade adquirida de fêmur com fixador externo;8B;–;2;4
3.07.25.06-2;Descolamento epifisário (traumático ou não) – redução incruenta;6A;–;1;2
3.07.25.07-0;Descolamento epifisário (traumático ou não) – tratamento cirúrgico;9A;–;2;4
3.07.25.08-9;Encurtamento de fêmur – tratamento cirúrgico;9C;–;2;4
3.07.25.09-7;Epifisiodese (por segmento) – tratamento cirúrgico;7A;–;1;3
3.07.25.22-4;Fixação externa definitiva dinâmica, com fixador externo;13A;–;2;6
3.07.25.23-2;Fixação externa definitiva rígida, com fixador externo;11C;–;2;5
3.07.25.13-5;Fixação externa na urgência, com fixador externo;9A;–;1;5
3.07.25.10-0;Fratura de fêmur – tratamento conservador;3A;–;–;–
3.07.25.11-9;Fraturas de fêmur – redução incruenta;4C;–;1;2
3.07.25.14-3;Osteomielite de fêmur – tratamento cirúrgico;9C;–;2;4
3.07.25.15-1;Pseudoartroses e/ou osteotomias – tratamento cirúrgico;9C;–;2;5
3.07.25.24-0;"Tratamento cirúrgico das fraturas supracondilianas e/ou
intercondilianas do fêmur com fixação interna";10B;–;2;5
3.07.25.25-9;Tratamento cirúrgico das fraturas trocantéricas, subtrocantéricas e diafisárias do fêmur com fixação interna;10C;–;2;5
3.07.25.12-7;Tratamento cirúrgico das fraturas do colo do fêmur com fixação interna;9C;–;2;5
3.07.25.26-7;Tratamento de afecções do espaço peritrocantérico com reinserção tendinosa;12A;–;1;6
3.07.25.16-0;Tratamento de afecções do espaço peritrocantérico sem reinserção tendinosa;11A;–;1;5
3.07.26.01-8;Artrite séptica – tratamento cirúrgico;7A;–;1;3
3.07.26.02-6;Artrodese de joelho – tratamento cirúrgico;8A;–;2;4
3.07.26.03-4;Artroplastia total de joelho com implantes – tratamento cirúrgico;10B;–;2;6
3.07.26.04-2;Artrotomia – tratamento cirúrgico;7A;–;1;2
3.07.26.05-0;Biópsia cirúrgica de joelho;3C;–;1;2
3.07.26.06-9;Desarticulação de joelho – tratamento cirúrgico;8B;–;2;3
3.07.26.07-7;Epifisites e tendinites – tratamento cirúrgico;8A;–;1;3
3.07.26.30-1;Fixação externa na urgência, com fixador externo;9A;–;1;5
3.07.26.32-8;Fixação externa definitiva dinâmica, com fixador externo;13A;–;2;6
3.07.26.33-6;Fixação externa definitiva rígida, com fixador externo;11C;–;2;5
3.07.26.08-5;Fratura de joelho – tratamento conservador;2C;–;–;–
3.07.26.10-7;Fratura e/ou luxação de patela – tratamento cirúrgico;7B;–;1;3
3.07.26.09-3;"Fratura e/ou luxação de patela (inclusive osteocondral) – redução
incruenta";3A;–;1;1
3.07.26.11-5;Fraturas e/ou luxações ao nível do joelho – redução incruenta;2C;–;1;2
3.07.26.13-1;Lesão aguda de ligamento colateral, associada a ligamento cruzado e menisco – tratamento cirúrgico;8B;–;2;4
3.07.26.14-0;Lesões agudas e/ou luxações de meniscos (1 ou ambos) – tratamento cirúrgico;8A;–;1;4
3.07.26.15-8;Lesões complexas de joelho (fratura com lesão ligamentar e meniscal) – tratamento cirúrgico;8A;–;2;5
3.07.26.16-6;Lesões intrínsecas de joelho (lesões condrais, osteocondrite dissecante, plica patológica, corpos livres, artrofitose) – tratamento cirúrgico;8B;–;1;3
3.07.26.18-2;Lesões ligamentares agudas – tratamento cirúrgico;8A;–;2;4
3.07.26.17-4;Lesões ligamentares agudas – tratamento incruento;2C;–;1;1
3.07.26.19-0;Lesões ligamentares periféricas crônicas – tratamento cirúrgico;9B;–;2;3
3.07.26.20-4;Liberação lateral e facectomias – tratamento cirúrgico;8A;–;1;4
3.07.26.21-2;Meniscorrafia – tratamento cirúrgico;7A;–;1;3
3.07.26.22-0;Osteotomias ao nível do joelho – tratamento cirúrgico;8B;–;2;3
3.07.26.34-4;Quadricepsplastia e liberação de partes moles no joelho rígido;13A;–;2;5
3.07.26.23-9;Realinhamentos do aparelho extensor – tratamento cirúrgico;7B;–;1;3
3.07.26.24-7;Reconstruções ligamentares do pivot central – tratamento cirúrgico;9A;–;2;4
3.07.26.25-5;Revisões de artroplastia total – tratamento cirúrgico;9C;–;2;6
3.07.26.26-3;Revisões de realinhamentos do aparelho extensor – tratamento cirúrgico;9A;–;2;3
3.07.26.27-1;Revisões de reconstruções intra-articulares – tratamento cirúrgico;9A;–;2;3
3.07.26.28-0;Toalete cirúrgica – correção de joelho flexo – tratamento cirúrgico;7B;–;1;3
3.07.26.29-8;Transplantes homólogos ao nível do joelho – tratamento cirúrgico;9A;–;2;3
3.07.26.35-2;Tratamento cirúrgico da fratura avulsão ao redor do joelho;9A;–;2;5
3.07.26.36-0;Tratamento cirúrgico da fratura bicondilar do planalto tibial;11A;–;2;5
3.07.26.37-9;Tratamento cirúrgico da fratura do fêmur distal, intra-articular completa;11A;–;2;5
3.07.26.12-3;Tratamento cirúrgico da fratura do fêmur distal, não articular;10A;–;2;5
3.07.26.38-7;Tratamento cirúrgico da fratura do fêmur distal, unicondilar;9C;–;2;5
3.07.26.39-5;Tratamento cirúrgico da fratura do planalto tibial lateral;10A;–;2;5
3.07.26.40-9;Tratamento cirúrgico da fratura do planalto tibial medial;10A;–;2;5
3.07.27.01-4;Alongamento/transporte ósseo/pseudoartrose com fixador externo;7C;–;2;5
3.07.27.02-2;Alongamento com fixador dinâmico – tratamento cirúrgico;8A;–;2;4
3.07.27.03-0;Alongamento dos ossos da perna – tratamento cirúrgico;8A;–;2;4
3.07.27.20-0;Alongamento ou transporte ósseo com dispositivo intramedular combinado ou não à fixação externa;12A;–;2;6
3.07.27.04-9;Amputação de perna – tratamento cirúrgico;7C;–;1;3
3.07.27.05-7;Biópsia cirúrgica de tíbia ou fíbula;3C;–;1;1
3.07.27.06-5;Correção de deformidade adquirida de tíbia com fixador externo;8A;–;2;4
3.07.27.07-3;Correção de deformidades congênitas na perna com fixador externo;8C;–;2;4
3.07.27.08-1;Encurtamento dos ossos da perna – tratamento cirúrgico;8A;–;2;3
3.07.27.09-0;Epifisiodese de tíbia/fíbula – tratamento cirúrgico;6A;–;1;2
3.07.27.21-9;Fixação externa definitiva dinâmica, com fixador externo;13A;–;2;6
3.07.27.22-7;Fixação externa definitiva rígida, com fixador externo;11C;–;2;5
3.07.27.18-9;Fixação externa na urgência, com fixador externo;9A;–;1;5
3.07.27.10-3;Fratura de osso da perna – tratamento conservador;2B;–;–;–
3.07.27.12-0;Fraturas de fíbula (inclui descolamento epifisário) – redução incruenta;3A;–;1;3
3.07.27.11-1;Fraturas de fíbula (inclui o descolamento epifisário) – tratamento cirúrgico;7C;–;1;3
3.07.27.13-8;Fraturas de tíbia associada ou não a fíbula (inclui descolamento epifisário) – tratamento cirúrgico;9A;–;2;4
3.07.27.14-6;Fraturas de tíbia e fíbula (inclui descolamento epifisário) – redução incruenta;3A;–;1;3
3.07.27.15-4;Osteomielite dos ossos da perna – tratamento cirúrgico;6A;–;1;2
3.07.27.16-2;Osteotomias e/ou pseudoartroses – tratamento cirúrgico;9A;–;2;3
3.07.27.17-0;Transposição de fíbula/tíbia – tratamento cirúrgico;8C;–;2;4
3.07.28.01-0;Amputação ao nível do tornozelo – tratamento cirúrgico;8A;–;1;3
3.07.28.02-9;Artrite ou osteoartrite – tratamento cirúrgico;8C;–;1;2
3.07.28.03-7;Artrodese (com ou sem alongamento simultâneo) com fixador externo;12A;–;2;6
3.07.28.04-5;Artrodese ao nível do tornozelo – tratamento cirúrgico;10C;–;1;3
3.07.28.05-3;Artroplastia de tornozelo (com implante) – tratamento cirúrgico;13C;–;2;5
3.07.28.06-1;Artrorrise do tornozelo – tratamento cirúrgico;8A;–;1;3
3.07.28.07-0;Artrotomia de tornozelo – tratamento cirúrgico;7B;–;1;2
3.07.28.08-8;Biópsia cirúrgica do tornozelo;5A;–;1;1
3.07.28.18-5;Fixação externa definitiva dinâmica, com fixador externo;13A;–;2;6
3.07.28.19-3;Fixação externa definitiva rígida, com fixador externo;11C;–;2;5
3.07.28.10-0;Fixação externa na urgência, com fixador externo;9A;–;1;5
3.07.28.09-6;Fratura de tornozelo – tratamento conservador;4C;–;–;3
3.07.28.11-8;Fraturas e/ou luxações ao nível do tornozelo – redução incruenta;6C;–;1;2
3.07.28.14-2;Lesões ligamentares agudas ao nível do tornozelo – tratamento cirúrgico;8B;–;1;3
3.07.28.13-4;Lesões ligamentares agudas ao nível do tornozelo – tratamento incruento;4C;–;1;1
3.07.28.15-0;Lesões ligamentares crônicas ao nível do tornozelo – tratamento cirúrgico;9B;–;1;3
3.07.28.16-9;Osteocondrite de tornozelo – tratamento cirúrgico;9B;–;1;3
3.07.28.17-7;Pseudoartroses ou osteotomias – tratamento cirúrgico;9B;–;2;3
3.07.28.21-5;Tratamento cirúrgico da fratura de dois maléolos e/ou luxações ao nível do tornozelo;9A;–;2;5
3.07.28.20-7;Tratamento cirúrgico da fratura de três maléolos e/ou luxações ao nível do tornozelo;10A;–;2;5
3.07.28.12-6;Tratamento cirúrgico da fratura de um maléolo e/ou luxações ao nível do tornozelo;8A;–;2;4
3.07.28.22-3;Tratamento cirúrgico das fraturas do pilão tíbia;11C;–;2;5
3.07.29.01-7;Amputação ao nível do pé – tratamento cirúrgico;9B;–;1;3
3.07.29.02-5;Amputação/desarticulação de pododáctilos (por segmento) – tratamento cirúrgico;7B;–;1;2
3.07.29.03-3;Artrite ou osteoartrite dos ossos do pé (inclui osteomielite) – tratamento cirúrgico;8C;–;1;3
3.07.29.04-1;Artrodese de tarso e/ou médio pé – tratamento cirúrgico;10C;–;1;3
3.07.29.05-0;Artrodese metatarso – falângica ou interfalângica – tratamento cirúrgico;8A;–;1;2
3.07.29.06-8;Biópsia cirúrgica dos ossos do pé;5A;–;1;1
3.07.29.08-4;Correção de deformidades do pé com fixador externo dinâmico – tratamento cirúrgico;12A;–;1;4
3.07.29.09-2;Correção de pé torto congênito com fixador externo;12A;–;2;5
3.07.29.10-6;Deformidade dos dedos – tratamento cirúrgico;8A;–;1;2
3.07.29.11-4;Exérese ungueal;3A;–;–;1
3.07.29.12-2;Fasciotomia ou ressecção de fáscia plantar – tratamento cirúrgico;7B;–;1;3
3.07.29.35-1;Fixação externa definitiva dinâmica, com fixador externo;13A;–;2;6
3.07.29.36-0;Fixação externa definitiva rígida, com fixador externo;11C;–;2;5
3.07.29.21-1;Fixação externa na urgência, com fixador externo;9A;–;1;5
3.07.29.13-0;Fratura de osso do pé – tratamento conservador;4C;–;–;1
3.07.29.16-5;Fraturas e/ou luxações do antepé – redução incruenta;6C;–;1;2
3.07.29.14-9;Fratura e/ou luxações do pé (exceto antepé) – redução incruenta;6C;–;1;2
3.07.29.18-1;Hallux valgus (um pé) – tratamento cirúrgico;8C;–;1;3
3.07.29.19-0;Osteotomia ou pseudoartrose do tarso e médio pé – tratamento cirúrgico;11C;–;1;4
3.07.29.20-3;Osteotomia ou pseudoartrose dos metatarsos/falanges – tratamento cirúrgico;8A;–;1;3
3.07.29.22-0;Pé plano/pé cavo/coalisão tarsal – tratamento cirúrgico;11A;–;1;4
3.07.29.15-7;Redução cirúrgica das luxações do retropé e médio pé;7C;–;1;3
3.07.29.17-3;Redução cirúrgica da luxação do antepé;7A;–;1;3
3.07.29.24-6;Ressecção de osso do pé – tratamento cirúrgico;7C;–;1;2
3.07.29.25-4;Retração cicatricial dos dedos;10C;–;1;2
3.07.29.27-0;Rotura do tendão de Aquiles – tratamento cirúrgico;10C;–;1;2
3.07.29.26-2;Rotura do tendão de Aquiles – tratamento incruento;4C;–;1;2
3.07.29.28-9;Tratamento cirúrgico da sindactilia complexa e/ou múltipla;12C;–;2;5
3.07.29.29-7;Tratamento cirúrgico da sindactilia simples;11A;–;1;3
3.07.29.30-0;Tratamento cirúrgico de gigantismo;12C;–;1;3
3.07.29.31-9;Tratamento cirúrgico de linfedema ao nível do pé;11A;–;2;3
3.07.29.32-7;Tratamento cirúrgico de polidactilia múltipla e/ou complexa;11C;–;1;3
3.07.29.33-5;Tratamento cirúrgico de polidactilia simples;10C;–;1;2
3.07.29.34-3;Tratamento cirúrgico do mal perfurante plantar;9B;–;1;3
3.07.29.37-8;Tratamento cirúrgico da fratura de um metatarso;7C;–;1;3
3.07.29.38-6;Tratamento cirúrgico da fratura de uma falange;7B;–;1;3
3.07.29.39-4;Tratamento cirúrgico das fraturas do tálus;11C;–;2;5
3.07.29.40-8;Tratamento cirúrgico das fraturas dos calcâneo;11C;–;2;5
3.07.29.41-6;Tratamento cirúrgico de fratura de um osso do médio pé;8A;–;1;4
3.07.29.23-8;Tratamento cirúrgico do pé torto congênito (um pé);12C;–;2;6
3.07.29.42-2;Tratamento conservador do pé torto congênito pelo método de Ponseti (por pé e por manipulação). Não inclui a colocação do gessado;3C;–;1;2
3.07.30.01-5;Alongamento;2C;–;1;2
3.07.30.02-3;Biópsia de músculo;2B;–;1;1
3.07.30.03-1;Desbridamento cirúrgico de feridas ou extremidades;3B;–;1;2
3.07.30.04-0;Desinserção ou miotomia;3C;–;1;1
3.07.30.05-8;Dissecção muscular;3C;–;1;1
3.07.30.06-6;Drenagem cirúrgica do psoas;5B;–;1;2
3.07.30.07-4;Fasciotomia;4C;–;1;2
