D76.3;Outras síndromes histiocíticas;;;
D77;Outros transtornos do sangue e dos órgãos hematopoéticos em doenças classificadas em outra parte;;;
D77;Outros transtornos do sangue e dos órgãos hematopoéticos em doenças classificadas em outra parte;;;
D80;Imunodeficiência com predominância de defeitos de anticorpos;;;
D80.0;Hipogamaglobulinemia hereditária;;;
D80.1;Hipogamaglobulinemia não familiar;;;
D80.2;Deficiência seletiva de imunoglobulina A [IgA];;;
D80.3;Deficiência seletiva de subclasses de imunoglobulina G [IgG];;;
D80.4;Deficiência seletiva de imunoglobulina M [IgM];;;
D80.5;Imunodeficiência com aumento de imunoglobulina M [IgM];;;
D80.6;Deficiência de anticorpos com imunoglobulinas próximas do normal ou com hiperimunoglobulinemia;;;
D80.7;Hipogamaglobulinemia transitória da infância;;;
D80.8;Outras imunodeficiências com predominância de defeitos de anticorpos;;;
D80.9;Imunodeficiência não especificada com predominância de defeitos de anticorpos;;;
D81;Deficiências imunitárias combinadas;;;
D81.0;Imunodeficiência combinada grave [SCID] com disgenesia reticular;;;
D81.1;Imunodeficiência combinada grave [SCID] com números baixos de células T e B;;;
D81.2;Imunodeficiência combinada grave [SCID] com números baixos ou normais de células B;;;
D81.3;Deficiência de adenosina-deaminase [ADA];;;
D81.4;Síndrome de Nezelof;;;
D81.5;Deficiência de purina-nucleosídeo fosforilase [PNP];;;
D81.6;Deficiência major classe I do complexo de histocompatibilidade;;;
D81.7;Deficiência major classe II do complexo de histocompatibilidade;;;
D81.8;Outras deficiências imunitárias combinadas;;;
D81.9;Deficiências imunitárias combinadas não especificadas;;;
D82;"Imunodeficiência associada com outros defeitos ""major""";;;
D82.0;Síndrome de Wiskott-Aldrich;;;
D82.1;Síndrome de Di George;;;
D82.2;Imunodeficiência com encurtamento de membros;;;
D82.3;Imunodeficiência que se segue à resposta hereditária defeituosa ao vírus de Epstein-Barr (EB);;;
D82.4;Síndrome da hiperimunoglobulina E [IgE];;;
D82.8;"Imunodeficiências associadas com outros defeitos ""major"" especificados";;;
D82.9;"Imunodeficiência associada com defeitos ""major"" não especificados";;;
D83;Imunodeficiência comum variável;;;
D83.0;Imunodeficiência comum variável com predominância de anormalidades do número e da função das células B;;;
D83.1;Imunodeficiência comum variável com predominância de transtornos imunorregulatórios de células T;;;
D83.2;Imunodeficiência comum variável com auto-anticorpos às células B ou T;;;
D83.8;Outras imunodeficiências comuns variáveis;;;
D83.9;Imunodeficiência comum variável não especificada;;;
D84;Outras imunodeficiências;;;
D84.0;Defeito do antígeno-1 da função de linfócito [LFA-1];;;
D84.1;Defeitos no sistema complemento;;;
D84.8;Outras imunodeficiências especificadas;;;
D84.9;Imunodeficiência não especificada;;;
D86;Sarcoidose;;;
D86.0;Sarcoidose do pulmão;;;
D86.1;Sarcoidose dos gânglios linfáticos;;;
D86.2;Sarcoidose do pulmão com sarcoidose dos gânglios linfáticos;;;
D86.3;Sarcoidose da pele;;;
D86.8;Sarcoidose de outros locais especificados e locais combinados;;;
D86.9;Sarcoidose não especificada;;;
D89;Outros transtornos que comprometem o mecanismo imunitário não classificados em outra parte;;;
D89.0;Hipergamaglobulinemia policlonal;;;
D89.1;Crioglobulinemia;;;
D89.2;Hipergamaglobulinemia não especificada;;;
D89.8;Outros transtornos especificados que comprometem o mecanismo imunitário não classificados em outra parte;;;
D89.9;Transtornos não especificados que comprometem o mecanismo imunitário;;;
M00;Artrite piogênica;;;
M00.0;Artrite e pioliartrite estafilocócicas;;;
M00.1;Artrite e poliartrite pneumocócicas;;;
M00.2;Outras artrites e poliartrites estreptocócicas;;;
M00.8;Artrite e poliartrite devidas a outro agente bacteriano especificado;;;
M00.9;Artrite piogênica, não especificada;;;
M01;Infecções diretas da articulação em doenças infecciosas e parasitárias classificadas em outra parte;;;
M01.0;Artrite meningocócica;;;
M01.1;Artrite tuberculosa;;;
M01.2;Artrite na doença de Lyme;;;
M01.3;Artrite em outras doenças bacterianas classificadas em outra parte;;;
M01.4;Artrite na rubéola;;;
M01.5;Artrite em outras doenças virais classificadas em outra parte;;;
M01.6;Artrite em micoses;;;
M01.8;Artrite em outras doenças infecciosas e parasitárias classificadas em outra parte;;;
M02;Artropatias reacionais;;;
M02.0;Artropatia pós-derivação intestinal;;;
M02.1;Artropatia pós-desintérica;;;
M02.2;Artropatia pós-imunização;;;
M02.3;Doença de Reiter;;;
M02.8;Outras artropatias reacionais;;;
M02.9;Artropatia reacional não especificada;;;
M03;Artropatias pós-infecciosas e reacionais em doenças infecciosas classificadas em outra parte;;;
M03.0;Artrite pós-meningocócica;;;
M03.1;Artropatia pós-infecciosa na sífilis;;;
M03.2;Outras artropatias pós-infecciosas em doenças classificadas em outra parte;;;
M03.6;Artropatia reacional em outras doenças classificadas em outra parte;;;
M05;Artrite reumatóide soro-positiva;;;
M05.0;Síndrome de Felty;;;
M05.1;Doença reumatóide do pulmão;;;
M05.2;Vasculite reumatóide;;;
M05.3;Artrite reumatóide com comprometimento de outros órgãos e sistemas;;;
M05.8;Outras artrites reumatóides soro-positivas;;;
M05.9;Artrite reumatóide soro-positiva não especificada;;;
M06;Outras artrites reumatóides;;;
M06.0;Artrite reumatóide soro-negativa;;;
M06.1;Doença de Still do adulto;;;
M06.2;Bursite reumatóide;;;
M06.3;Nódulo reumatóide;;;
M06.4;Poliartropatia inflamatória;;;
M06.8;Outras artrites reumatóides especificadas;;;
M06.9;Artrite reumatóide não especificada;;;
M07;Artropatias psoriásicas e enteropáticas;;;
M07.0;Artropatia psoriásica interfalangiana distal;;;
M07.1;Artrite mutilante;;;
M07.2;Espondilite psoriásica;;;
M07.3;Outras artropatias psoriásicas;;;
M07.4;Artropatia na doença de Crohn [enterite regional];;;
M07.5;Artropatia na colite ulcerativa;;;
M07.6;Outras artropatias enteropáticas;;;
M08;Artrite juvenil;;;
M08.0;Artrite reumatóide juvenil;;;
M08.1;Espondilite ancilosante juvenil;;;
M08.2;Artrite juvenil com início sistêmico;;;
M08.3;Poliartrite juvenil (soro-negativa);;;
M08.4;Artrite juvenil pauciarticular;;;
M08.8;Outras artrites juvenis;;;
M08.9;Artrite juvenil não especificada;;;
M09;Artrite juvenil em doenças classificadas em outra parte;;;
M09.0;Artrite juvenil na psoríase;;;
M09.1;Artrite juvenil na doença de Chron [enterite regional];;;
M09.2;Artrite juvenil na colite ulcerativa;;;
M09.8;Artrite juvenil em outras doenças classificadas em outra parte;;;
M10;Gota;;;
M10.0;Gota idiopática;;;
M10.1;Gota induzida por chumbo;;;
M10.2;Gota induzida por drogas;;;
M10.3;Gota devida à disfunção renal;;;
M10.4;Outra gota secundária;;;
M10.9;Gota, não especificada;;;
M11;Outras artropatias por deposição de cristais;;;
M11.0;Doença por deposição de hidroxiapatita;;;
M11.1;Condrocalcinose familiar;;;
M11.2;Outras condrocalcinoses;;;
M11.8;Outras artropatias especificadas por deposição de cristais;;;
M11.9;Artropatia por deposição de cristais, não especificada;;;
M12;Outras artropatias especificadas;;;
M12.0;Artropatia pós-reumática crônica [Jaccoud];;;
M12.1;Doença de Kashin-Beck;;;
M12.2;Sinovite vilonodular (pigmentada);;;
M12.3;Reumatismo palindrômico;;;
M12.4;Hidrartrose intermitente;;;
M12.5;Artropatia traumática;;;
M12.8;Outras artropatias específicas não classificadas em outra parte;;;
M13;Outras artrites;;;
M13.0;Poliartrite não especificada;;;
M13.1;Monoartrites não classificadas em outra parte;;;
M13.8;Outras artrites especificadas;;;
M13.9;Artrite não especificada;;;
M14;Artropatias em outras doenças classificadas em outra parte;;;
M14.0;Artropatia gotosa devida a defeitos enzimáticos e a outras doenças hereditárias;;;
M14.1;Artropatia por depósito de cristais em outras doenças metabólicas classificadas em outra parte;;;
M14.2;Artropatia diabética;;;
M14.3;Dermatoartrite lipóide;;;
M14.4;Artropatia na amiloidose;;;
M14.5;Artropatias em outras doenças endócrinas, nutricionais e metabólicas;;;
M14.6;Artropatia neuropática;;;
M14.8;Artropatias em outras doenças especificadas classificadas em outra parte;;;
M15;Poliartrose;;;
M15.0;(Osteo)artrose primária generalizada;;;
M15.1;Nódulos de Heberden (com artropatia);;;
M15.2;Nódulos de Bouchard (com artropatia);;;
M15.3;Artrose múltipla secundária;;;
M15.4;(Osteo)artrose erosiva;;;
M15.8;Outras poliartroses;;;
M15.9;Poliartrose não especificada;;;
M16;Coxartrose [artrose do quadril];;;
M16.0;Coxartrose primária bilateral;;;
M16.1;Outras coxartroses primárias;;;
M16.2;Coxartrose bilateral resultante de displasia;;;
M16.3;Outras coxartroses displásicas;;;
M16.4;Coxartrose bilateral pós-traumática;;;
M16.5;Outras coxartroses pós-traumáticas;;;
M16.6;Outras coxartroses secundárias bilaterais;;;
M16.7;Outras coxartroses secundárias;;;
M16.9;Coxartrose não especificada;;;
M17;Gonartrose [artrose do joelho];;;
M17.0;Gonartrose primária bilateral;;;
M17.1;Outras gonartroses primárias;;;
M17.2;Gonartrose pós-traumática bilateral;;;
M17.3;Outras gonartroses pós-traumática;;;
M17.4;Outras gonartroses secundárias bilaterais;;;
M17.5;Outras gonartroses secundárias;;;
M17.9;Gonartrose não especificada;;;
M18;Artrose da primeira articulação carpometacarpiana;;;
M18.0;Artrose primária bilateral das primeiras articulações carpometacarpianas;;;
M18.1;Outras artroses primárias da primeira articulação carpometacarpiana;;;
M18.2;Artrose pós-traumática bilateral da primeira articulação carpometacarpiana;;;
M18.3;Outras artroses pós-traumáticas da primeira articulação carpometacarpiana;;;
M18.4;Outras cartroses secundárias bilaterais das primeiras articulações carpometacarpianas;;;
M18.5;Outras artroses secundárias da primeira articulação carpometacarpiana;;;
M18.9;Artrose não especificada da primeira articulação carpometacarpiana;;;
M19;Outras artroses;;;
M19.0;Artrose primária de outras articulações;;;
M19.1;Artrose pós-traumática de outras articulações;;;
M19.2;Outras artroses secundárias;;;
M19.8;Outras artroses especificadas;;;
M19.9;Artrose não especificada;;;
M20;Deformidades adquiridas dos dedos das mãos e dos pés;;;
M20.0;Deformidade(s) do(s) dedo(s) das mãos;;;
M20.1;Hallux valgo (adquirido);;;
M20.2;Hallux rigidus;;;
M20.3;Outra deformidade do hallux (adquirida);;;
M20.4;Dedo(s) do pé em malho (adquirido);;;
M20.5;Outras deformidades (adquiridas) do(s) dedo(s) dos pés;;;
M20.6;Deformidade adquirida não especificada de dedo(s) do pé;;;
M21;Outras deformidades adquiridas dos membros;;;
M21.0;Deformidade em valgo não classificada em outra parte;;;
M21.1;Deformidade em varo não classificada em outra parte;;;
M21.2;Deformidade em flexão;;;
M21.3;Mão (pulso) ou pé pendente (adquirido);;;
M21.4;Pé chato [pé plano] (adquirido);;;
M21.5;Mão e pé em garra e mão e pé tortos adquiridos;;;
M21.6;Outras deformidades adquiridas do tornozelo e do pé;;;
M21.7;Desigualdade (adquirida) do comprimento dos membros;;;
M21.8;Outras deformidades adquiridas especificadas dos membros;;;
M21.9;Deformidade adquirida não especificada de membro;;;
M22;Transtornos da rótula [patela];;;
M22.0;Deslocamento recidivante da rótula;;;
M22.1;Subluxação recidivante da rótula;;;
M22.2;Transtornos femuropatelares;;;
M22.3;Outros desarranjos da rótula;;;
M22.4;Condromalácia da rótula;;;
M22.8;Outros transtornos da rótula;;;
M22.9;Transtorno da rótula, não especificado;;;
M23;Transtornos internos dos joelhos;;;
M23.0;Menisco cístico;;;
M23.1;Menisco discóide (congênito);;;
M23.2;Transtorno do menisco devido à ruptura ou lesão antiga;;;
M23.3;Outros transtornos do menisco;;;
M23.4;Corpo flutuante no joelho;;;
M23.5;Instabilidade crônica do joelho;;;
M23.6;Outras rupturas espontâneas de ligamento(s) do joelho;;;
M23.8;Outros transtornos internos do joelho;;;
M23.9;Transtorno interno não especificado do joelho;;;
M24;Outros transtornos articulares específicos;;;
M24.0;Corpo flutuante em articulação;;;
M24.1;Outros transtornos das cartilagens articulares;;;
M24.2;Transtornos de ligamentos;;;
M24.3;Deslocamento e subluxação patológicas de articulação, não classificada em outra parte;;;
M24.4;Deslocamento e subluxação de articulação recidivantes;;;
M24.5;Contratura articular;;;
M24.6;Ancilose articular;;;
M24.7;Protusão do acetábulo;;;
M24.8;Outros transtornos articulares específicos, não classificados em outra parte;;;
M24.9;Desarranjo articular não especificado;;;
M25;Outros transtornos articulares não classificados em outra parte;;;
M25.0;Hemartrose;;;
M25.1;Fístula articular;;;
M25.2;Flail joint;;;
M25.3;Outras instabilidades articulares;;;
M25.4;Derrame articular;;;
M25.5;Dor articular;;;
M25.6;Rigidez articular não classificada em outra parte;;;
M25.7;Osteofito;;;
M25.8;Outros transtornos articulares especificados;;;
M25.9;Transtorno articular não especificado;;;
M30;Poliarterite nodosa e afecções correlatas;;;
M30.0;Poliarterite nodosa;;;
M30.1;Poliarterite com comprometimento pulmonar [Churg-Strauss];;;
M30.2;Poliarterite juvenil;;;
M30.3;Síndrome de linfonodos mucocutâneos [Kawasaki];;;
M30.8;Outras afecções comuns na poliarterite nodosa;;;
M31;Outras vasculopatias necrotizantes;;;
M31.0;Angeíte de hipersensibilidade;;;
M31.1;Microangiopatia trombótica;;;
M31.2;Granuloma da linha média letal;;;
M31.3;Granulomatose de Wegener;;;
M31.4;Síndrome do arco aórtico [Takayasu];;;
M31.5;Arterite de células gigantes com polimialgia reumática;;;
M31.6;Outras arterites de células gigantes;;;
M31.7;Poliangeíte microscópica;;;
M31.8;Outras vasculopatias necrotizantes especificadas;;;
M31.9;Vasculopatia necrotizante não especificada;;;
M32;Lúpus eritematoso disseminado [sistêmico];;;
M32.0;Lúpus eritematoso disseminado [sistêmico] induzido por drogas;;;
M32.1;Lúpus eritematoso disseminado [sistêmico] com comprometimento de outros órgãos e sistemas;;;
M32.8;Outras formas de lúpus eritematoso disseminado [sistêmico];;;
M32.9;Lúpus eritematoso disseminado [sistêmico] não especificado;;;
M33;Dermatopoliomiosite;;;
M33.0;Dermatomiosite juvenil;;;
M33.1;Outras dermatomiosites;;;
M33.2;Polimiosite;;;
M33.9;Dermatopolimiosite não especificada;;;
M34;Esclerose sistêmica;;;
M34.0;Esclerose sistêmica progressiva;;;
M34.1;Síndrome CR(E)ST;;;
M34.2;Esclerose sistêmica induzida por droga e substâncias químicas;;;
M34.8;Outras formas de esclerose sistêmica;;;
M34.9;Esclerose sistêmica não especificada;;;
M35;Outras afecções sistêmicas do tecido conjuntivo;;;
M35.0;Síndrome seca [Sjögren];;;
M35.1;Outras síndromes superpostas;;;
M35.2;Doença de Behçet;;;
M35.3;Polimialgia reumática;;;
M35.4;Fasciíte (eosinofílica) difusa;;;
M35.5;Fibroesclerose multifocal;;;
M35.6;Paniculite recidivante [Weber-Christian];;;
M35.7;Síndrome de hipermobilidade;;;
M35.8;Outro comprometimento sistêmico especificado do tecido conjuntivo;;;
M35.9;Comprometimento sistêmico não especificado do tecido conjuntivo;;;
M36;Doenças sistêmicas do tecido conjuntivo em doenças classificadas em outra parte;;;
M36.0;Dermato(poli)miosite em doenças neoplásicas;;;
M36.1;Artropatia em doenças neoplásicas classificadas;;;
M36.2;Artropatia hemofílica;;;
M36.3;Artropatias em outras doenças hematológicas;;;
M36.4;Artropatia associada a reações de hipersensibilidade classificadas em outra parte;;;
M36.8;Doenças sistêmicas do tecido conjuntivo em outras doenças classificadas em outra parte;;;
M40;Cifose e lordose;;;
M40.0;Cifose postural;;;
M40.1;Outras cifoses secundárias;;;
M40.2;Outras cifoses e as não especificadas;;;
M40.3;Síndrome da retificação da coluna vertebral;;;
M40.4;Outras lordoses;;;
M40.5;Lordose não especificada;;;
M41;Escoliose;;;
M41.0;Escoliose idiopática infantil;;;
M41.1;Escoliose idiopática juvenil;;;
M41.2;Outras escolioses idiopáticas;;;
M41.3;Escoliose toracogênica;;;
M41.4;Escoliose neuromuscular;;;
M41.5;Outras escolioses secundárias;;;
M41.8;Outras formas de escoliose;;;
M41.9;Escoliose não especificada;;;
M42;Osteocondrose da coluna vertebral;;;
M42.0;Osteocondrose vertebral juvenil;;;
M42.1;Osteocondrose vertebral do adulto;;;
M42.9;Osteocondrose vertebral, não especificada;;;
M43;Outras dorsopatias deformantes;;;
M43.0;Espondilólise;;;
M43.1;Espondilolistese;;;
M43.2;Outras fusões da coluna vertebral;;;
M43.3;Subluxação atlanto-axial recidivante com mielopatia;;;
M43.4;Outras subluxações atlanto-axiais recidivantes;;;
M43.5;Outras subluxações vertebrais recidivantes;;;
M43.6;Torcicolo;;;
M43.8;Outras dorsopatias deformantes especificadas;;;
M43.9;Dorsopatia deformante, não especificada;;;
M45;Espondilite ancilosante;;;
M45;Espondilite ancilosante;;;
M46;Outras espondilopatias inflamatórias;;;
M46.0;Entesopatia vertebral;;;
M46.1;Sacroileíte não classificada em outra parte;;;
M46.2;Osteomielite das vértebras;;;
M46.3;Infecção (piogênica) do disco intervertebral;;;
M46.4;Discite não especificada;;;
M46.5;Outras espondilopatias infecciosas;;;
M46.8;Outras espondilopatias inflamatórias especificadas;;;
M46.9;Espondilopatia inflamatória não especificada;;;
M47;Espondilose;;;
M47.0;Síndromes de compressão da artéria espinhal anterior ou vertebral anterior;;;
M47.1;Outras espondiloses com mielopatia;;;
M47.2;Outras espondiloses com radiculopatias;;;
M47.8;Outras espondiloses;;;
M47.9;Espondilose não especificada;;;
M48;Outras espondilopatias;;;
M48.0;Estenose da coluna vertebral;;;
M48.1;Hiperostose ancilosante [Forestier];;;
M48.2;Kissing spine;;;
M48.3;Espondilopatia traumática;;;
M48.4;Fratura de fadiga de vértebra;;;
M48.5;Vértebra colapsada não classificada em outra parte;;;
M48.8;Outras espondilopatias especificadas;;;
M48.9;Espondilopatia não especificada;;;
M49;Espondilopatias em doenças classificadas em outra parte;;;
M49.0;Tuberculose da coluna vertebral;;;
M49.1;Espondilite por Brucella;;;
M49.2;Espondilite por enterobactérias;;;
M49.3;Espondilopatia em outras doenças infeciosas e parasitárias classificadas em outra parte;;;
M49.4;Espondilopatia neuropática;;;
M49.5;Vértebra colapsada em doenças classificadas em outra parte;;;
M49.8;Espondilopatia em outras doenças classificadas em outra parte;;;
M50;Transtornos dos discos cervicais;;;
M50.0;Transtorno do disco cervical com mielopatia;;;
M50.1;Transtorno do disco cervical com radiculopatia;;;
M50.2;Outro deslocamento de disco cervical;;;
M50.3;Outra degeneração de disco cervical;;;
M50.8;Outros transtornos de discos cervicais;;;
M50.9;Transtorno não especificado de disco cervical;;;
M51;Outros transtornos de discos intervertebrais;;;
M51.0;Transtornos de discos lombares e de outros discos intervertebrais com mielopatia;;;
M51.1;Transtornos de discos lombares e de outros discos intervertebrais com radiculopatia;;;
M51.2;Outros deslocamentos discais intervertebrais especificados;;;
M51.3;Outra degeneração especificada de disco intervertebral;;;
M51.4;Nódulos de Schmorl;;;
M51.8;Outros transtornos especificados de discos intervertebrais;;;
M51.9;Transtorno não especificado de disco intervertebral;;;
M53;Outras dorsopatias não classificadas em outra parte;;;
M53.0;Síndrome cervicocraniana;;;
M53.1;Síndrome cervicobraquial;;;
M53.2;Instabilidades da coluna vertebral;;;
M53.3;Transtornos sacroccígeos não classificados em outra parte;;;
M53.8;Outras dorsopatias especificadas;;;
M53.9;Dorsopatia não especificada;;;
M54;Dorsalgia;;;
M54.0;Paniculite atingindo regiões do pescoço e do dorso;;;
M54.1;Radiculopatia;;;
M54.2;Cervicalgia;;;
M54.3;Ciática;;;
M54.4;Lumbago com ciática;;;
M54.5;Dor lombar baixa;;;
M54.6;Dor na coluna torácica;;;
M54.8;Outra dorsalgia;;;
M54.9;Dorsalgia não especificada;;;
M60;Miosite;;;
M60.0;Miosite infecciosa;;;
M60.1;Miosite intersticial;;;
M60.2;Granuloma de corpo estranho no tecido mole não classificado em outra parte;;;
M60.8;Outras miosites;;;
M60.9;Miosite não especificada;;;
M61;Calcificação e ossificação do músculo;;;
M61.0;Miosite ossificante traumática;;;
M61.1;Miosite ossificante progressiva;;;
M61.2;Calcificação e ossificação paralítica de músculo;;;
M61.3;Calcificação e ossificação de músculo associadas com queimaduras;;;
M61.4;Outra calcificação de músculo;;;
M61.5;Outra ossificação de músculo;;;
M61.9;Calcificação e ossificação de músculo não especificada;;;
M62;Outros transtornos musculares;;;
M62.0;Diástase de músculo;;;
M62.1;Outras rupturas musculares (não-traumáticas);;;
M62.2;Infarto isquêmico do músculo;;;
M62.3;Síndrome de imobilidade (paraplégica);;;
M62.4;Contratura de músculo;;;
M62.5;Perda e atrofia muscular não classificadas em outra parte;;;
M62.6;Distensão muscular;;;
M62.8;Outros transtornos musculares especificados;;;
M62.9;Transtorno muscular não especificado;;;
M63;Transtornos de músculo em doenças classificadas em outra parte;;;
M63.0;Miosite em doenças bacterianas classificadas em outra parte;;;
M63.1;Miosite em doenças infecciosas causadas por protozoários e parasitas classificadas em outra parte;;;
M63.2;Miosite em outras doenças infecciosas classificadas em outra parte;;;
M63.3;Miosite na sarcoidose;;;
M63.8;Outros transtornos musculares em doenças classificadas em outra parte;;;
M65;Sinovite e tenossinovite;;;
M65.0;Abscesso da bainha tendínea;;;
M65.1;Outras (teno)sinovites infecciosas;;;
M65.2;Tendinite calcificada;;;
M65.3;Dedo em gatilho;;;
M65.4;Tenossinovite estilóide radial [de Quervain];;;
M65.8;Outras sinovites e tenossinovites;;;
M65.9;Sinovite e tenossinovite não especificadas;;;
M66;Ruptura espontânea de sinóvia e de tendão;;;
M66.0;Ruptura de cisto poplíteo;;;
M66.1;Ruptura de sinóvia;;;
M66.2;Ruptura espontânea de tendões extensores;;;
M66.3;Ruptura espontânea de tendões flexores;;;
M66.4;Ruptura espontânea de outros tendões;;;
M66.5;Ruptura espontânea de tendões não especificados;;;
M67;Outros transtornos das sinóvias e dos tendões;;;
M67.0;Tendão de Aquiles curto (adquirido);;;
M67.1;Outra contratura de tendão (bainha);;;
M67.2;Hipertrofia sinovial não classificada em outra parte;;;
M67.3;Sinovite transitória;;;
M67.4;Gânglios;;;
M67.8;Outros transtornos especificados da sinóvia e do tendão;;;
M67.9;Transtorno não especificado da sinóvia e do tendão;;;
M68;Transtorno de sinóvias e de tendões em doenças classificadas em outra parte;;;
M68.0;Sinovite e tenossinovite em doenças bacterianas classificadas em outra parte;;;
M68.8;Outros transtornos de sinóvias e de tendões em doenças classificadas em outra parte;;;
M70;Transtornos dos tecidos moles relacionados com o uso, uso excessivo e pressão;;;
M70.0;Sinovite crepitante crônica da mão e do punho;;;
M70.1;Bursite da mão;;;
M70.2;Bursite do olécrano;;;
M70.3;Outras bursites do cotovelo;;;
M70.4;Bursite pré-patelar;;;
M70.5;Outras bursites do joelho;;;
M70.6;Bursite trocantérica;;;
M70.7;Outras bursites do quadril;;;
M70.8;Outros transtornos dos tecidos moles relacionados com o uso, uso excessivo e pressão;;;
M70.9;Transtorno não especificado dos tecidos moles relacionados com o uso, uso excessivo e pressão;;;
M71;Outras bursopatias;;;
M71.0;Abscesso de bolsa sinovial;;;
M71.1;Outras bursites infecciosas;;;
M71.2;Cisto sinovial do espaço poplíteo [Baker];;;
M71.3;Outros cistos de bolsa sinovial;;;
M71.4;Depósito de cálcio em bolsa sinovial;;;
M71.5;Outras bursites não classificadas em outra parte;;;
M71.8;Outras bursopatias especificadas;;;
M71.9;Bursopatia não especificada;;;
M72;Transtornos fibroblásticos;;;
M72.0;Fibromatose de fáscia palmar [Dupuytren];;;
M72.1;Coxins interfalângicos (nó dos dedos);;;
M72.2;Fibromatose da fáscia plantar;;;
M72.4;Fibromatose pseudossarcomatosa;;;
M72.6;Fasciíte necrosante;;;
M72.8;Outros transtornos fibroblásticos;;;
M72.9;Transtorno fibroblástico não especificado;;;
M73;Transtornos dos tecidos moles em doenças classificadas em outra parte;;;
M73.0;Bursite gonocócica;;;
M73.1;Bursite sifilítica;;;
M73.8;Outros transtornos dos tecidos moles em outras doenças classificadas em outra parte;;;
M75;Lesões do ombro;;;
M75.0;Capsulite adesiva do ombro;;;
M75.1;Síndrome do manguito rotador;;;
M75.2;Tendinite bicepital;;;
M75.3;Tendinite calcificante do ombro;;;
M75.4;Síndrome de colisão do ombro;;;
M75.5;Bursite do ombro;;;
M75.8;Outras lesões do ombro;;;
M75.9;Lesão não especificada do ombro;;;
M76;Entesopatias dos membros inferiores, excluindo pé;;;
M76.0;Tendinite glútea;;;
M76.1;Tendinite do psoas;;;
M76.2;Esporão da crista ilíaca;;;
M76.3;Síndrome da faixa iliotibial;;;
M76.4;Bursite tibial colateral [Pellegrini-Stieda];;;
M76.5;Tendinite patelar;;;
M76.6;Tendinite aquileana;;;
M76.7;Tendinite do perôneo;;;
M76.8;Outras entesopatias do membro inferior, excluindo o pé;;;
M76.9;Entesopatia do membro inferior não especificada;;;
M77;Outras entesopatias;;;
M77.0;Epicondilite medial;;;
M77.1;Epicondilite lateral;;;
M77.2;Periartrite do punho;;;
M77.3;Esporão do calcâneo;;;
M77.4;Metatarsalgia;;;
M77.5;Outra entesopatia do pé;;;
M77.8;Outras entesopatias não classificadas em outra parte;;;
M77.9;Entesopatia não especificada;;;
M79;Outros transtornos dos tecidos moles, não classificados em outra parte;;;
M79.0;Reumatismo não especificado;;;
M79.1;Mialgia;;;
M79.2;Nevralgia e neurite não especificadas;;;
M79.3;Paniculite não especificada;;;
M79.4;Hipertrofia do coxim gorduroso (infrapatelar);;;
M79.5;Corpo estranho residual no tecido mole;;;
M79.6;Dor em membro;;;
M79.7;Fibromialgia;;;
M79.8;Outros transtornos especificados dos tecidos moles;;;
M79.9;Transtorno dos tecidos moles não especificado;;;
M80;Osteoporose com fratura patológica;;;
M80.0;Osteoporose pós-menopáusica com fratura patológica;;;
M80.1;Osteoporose pós-ooforectomia com fratura patológica;;;
M80.2;Osteoporose de desuso com fratura patológica;;;
M80.3;Osteoporose por má-absorção pós-cirúrgica com fratura patológica;;;
M80.4;Osteoporose induzida por drogas com fratura patológica;;;
M80.5;Osteoporose idiopática com fratura patológica;;;
M80.8;Outras osteoporoses com fratura patológica;;;
M80.9;Osteoporose não especificada com fratura patológica;;;
M81;Osteoporose sem fratura patológica;;;
M81.0;Osteoporose pós-menopáusica;;;
M81.1;Osteoporose pós-ooforectomia;;;
M81.2;Osteoporose de desuso;;;
M81.3;Osteoporose devida à má-absorção pós-cirúrgica;;;
M81.4;Osteoporose induzida por drogas;;;
M81.5;Osteoporose idiopática;;;
M81.6;Osteoporose localizada [Lequesne];;;
M81.8;Outras osteoporoses;;;
M81.9;Osteoporose não especificada;;;
M82;Osteoporose em doenças classificadas em outra parte;;;
M82.0;Osteoporose na mielomatose múltipla;;;
M82.1;Osteoporose em distúrbios endócrinos;;;
M82.8;Osteoporose em outras doenças classificadas em outra parte;;;
M83;Osteomalácia do adulto;;;
M83.0;Osteomalácia puerperal;;;
M83.1;Osteomalácia senil;;;
M83.2;Osteomalácia do adulto devida a má-absorção;;;
M83.3;Osteomalácia do adulto devido à desnutrição;;;
M83.4;Doença óssea pelo alumínio;;;
M83.5;Outras osteomalácias do adulto induzidas por drogas;;;
M83.8;Outra osteomalácia do adulto;;;
M83.9;Osteomalácia não especificada do adulto;;;
M84;Transtornos da continuidade do osso;;;
M84.0;Defeito de consolidação da fratura;;;
M84.1;Ausência de consolidação da fratura [pseudo-artrose];;;
M84.2;Atraso de consolidação de fratura;;;
M84.3;"Fratura de fadiga (""stress"") não classificada em outra parte";;;
M84.4;Fratura patológica não classificada em outra parte;;;
M84.8;Outros transtornos da continuidade do osso;;;
M84.9;Transtorno não especificado da continuidade do osso;;;
M85;Outros transtornos da densidade e da estrutura ósseas;;;
M85.0;Displasia fibrosa (monostótica);;;
M85.1;Fluorose esquelética;;;
M85.2;Hiperostose do crânio;;;
M85.3;Osteíte condensante;;;
M85.4;Cisto ósseo solitário;;;
M85.5;Cisto ósseo aneurismático;;;
M85.6;Outro cisto ósseo;;;
M85.8;Outros transtornos especificados da densidade e da estrutura ósseas;;;
